INDEX,YEAR,MN,DT,MAX,MIN,RF
42137,2020,9,14,35.0,26.6,0.0
42137,2020,9,15,34.6,26.0,0.0
42137,2020,9,16,34.6,26.8,0.0
42137,2020,9,17,35.4,26.2,0.0
42137,2020,9,18,35.2,25.8,0.0
42137,2020,9,19,35.5,25.0,0.0
42137,2020,9,20,34.6,,
42137,2020,9,21,34.6,25.0,0.0
42137,2020,9,22,35.5,26.0,0.0
42137,2020,9,23,33.8,26.5,0.0
42137,2020,9,24,33.8,25.0,0.0
42137,2020,9,25,33.6,25.0,0.0
42137,2020,9,26,34.4,23.6,0.0
42137,2020,9,27,34.4,,
42137,2020,9,28,34.4,21.5,0.0
42137,2020,9,29,34.0,21.4,0.0
42137,2020,9,30,34.0,20.8,
42137,2020,10,1,34.0,20.8,0.0
42137,2020,10,2,34.6,20.0,0.0
42137,2020,10,3,34.6,19.0,0.0
42137,2020,10,4,34.0,,
42137,2020,10,5,34.0,18.2,0.0
42137,2020,10,6,34.6,17.5,0.0
42137,2020,10,7,35.0,17.2,0.0
42137,2020,10,8,34.6,18.8,0.0
42137,2020,10,9,35.0,18.5,0.0
42137,2020,10,10,34.5,18.6,0.0
42137,2020,10,11,33.6,,
42137,2020,10,12,33.6,18.0,0.0
42137,2020,10,13,34.4,20.2,0.0
42137,2020,10,14,33.0,21.2,0.0
42137,2020,10,15,34.0,17.0,0.0
42137,2020,10,16,34.0,15.8,0.0
42137,2020,10,17,33.6,15.5,0.0
42137,2020,10,18,33.6,,
42137,2020,10,19,33.6,15.0,0.0
42137,2020,10,20,33.2,14.0,0.0
42137,2020,10,21,33.4,14.3,0.0
42137,2020,10,22,33.6,16.0,0.0
42137,2020,10,23,31.0,13.0,0.0
42137,2020,10,24,33.0,14.2,0.0
42137,2020,10,25,32.4,,
42137,2020,10,26,31.0,,
42137,2020,10,27,31.0,12.6,0.0
42137,2020,10,28,30.6,12.5,0.0
42137,2020,10,29,31.0,12.5,0.0
42137,2020,10,30,31.0,12.5,0.0
42137,2020,10,31,31.0,12.4,0.0
42137,2020,11,1,30.2,,
42137,2020,11,2,30.2,11.0,0.0
42137,2020,11,3,29.0,11.5,0.0
42137,2020,11,4,29.6,12.0,0.0
42137,2020,11,5,29.0,11.0,0.0
42137,2020,11,6,31.0,11.5,0.0
42137,2020,11,7,30.8,10.0,0.0
42137,2020,11,8,28.6,,
42137,2020,11,9,28.6,10.8,0.0
42137,2020,11,10,28.6,10.2,0.0
42137,2020,11,11,29.2,12.2,0.0
42137,2020,11,12,29.0,11.5,0.0
42137,2020,11,13,29.0,11.5,0.0
42137,2020,11,14,27.8,,
42137,2020,11,15,26.6,,
42137,2020,11,16,22.2,,
42137,2020,11,17,22.2,12.4,0.0
42137,2020,11,18,24.5,11.4,0.0
42137,2020,11,19,23.3,10.4,0.0
42137,2020,11,20,23.0,8.5,0.0
42137,2020,11,21,23.2,9.2,0.0
42137,2020,11,22,22.2,,
42137,2020,11,23,22.2,8.1,0.0
42137,2020,11,24,22.6,10.2,0.0
42137,2020,11,25,22.0,10.5,0.0
42137,2020,11,26,18.5,13.5,4.6
42137,2020,11,27,23.0,9.4,0.0
42137,2020,11,28,25.0,9.2,0.0
42137,2020,11,29,23.4,,
42137,2020,11,30,23.4,8.0,0.0
42137,2020,12,1,24.0,9.0,0.0
42137,2020,12,2,24.0,9.3,0.0
42137,2020,12,3,25.0,9.0,0.0
42137,2020,12,4,22.8,8.0,0.0
42137,2020,12,5,23.3,12.4,0.0
42137,2020,12,6,24.8,,
42137,2020,12,7,24.8,11.6,0.0
42137,2020,12,8,25.0,9.8,0.0
42137,2020,12,9,20.4,9.0,0.0
42137,2020,12,10,26.8,11.8,0.0
42137,2020,12,11,25.2,10.2,0.0
42137,2020,12,12,26.4,15.4,2.4
42137,2020,12,13,14.0,,
42137,2020,12,14,14.0,8.8,0.0
42137,2020,12,15,14.6,6.0,0.0
42137,2020,12,16,15.8,5.9,0.0
42137,2020,12,17,15.0,4.9,0.0
42137,2020,12,18,14.0,3.2,0.0
42137,2020,12,19,17.1,2.3,0.0
42137,2020,12,20,19.8,,
42137,2020,12,21,19.8,5.5,0.0
42137,2020,12,22,19.8,4.9,0.0
42137,2020,12,23,20.5,3.4,0.0
42137,2020,12,24,20.0,2.9,0.0
42137,2020,12,25,19.5,,
42137,2020,12,26,18.0,,
42137,2020,12,27,18.0,,
42137,2020,12,28,18.0,3.6,0.0
42137,2020,12,29,17.2,2.6,0.0
42137,2020,12,30,15.0,4.4,0.0
42137,2020,12,31,11.6,4.1,0.0
42137,2021,1,1,12.9,3.5,0.0
42137,2021,1,2,9.0,5.8,2.8
42137,2021,1,3,20.0,,
42137,2021,1,4,20.0,10.5,0.0
42137,2021,1,5,23.5,15.1,5.8
42137,2021,1,6,16.8,13.2,25.8
42137,2021,1,7,21.0,13.2,0.0
42137,2021,1,8,15.2,8.0,0.0
42137,2021,1,9,17.4,9.6,0.0
42137,2021,1,10,19.2,8.0,0.0
42137,2021,1,11,12.2,6.8,0.0
42137,2021,1,12,14.3,6.4,0.0
42137,2021,1,13,12.4,6.5,0.0
42137,2021,1,14,15.0,4.0,0.0
42137,2021,1,15,14.5,6.4,0.0
42137,2021,1,16,18.2,4.9,0.0
42137,2021,1,17,10.4,7.2,0.0
42137,2021,1,18,16.5,10.4,0.0
42137,2021,1,19,19.0,8.1,0.0
42137,2021,1,20,20.0,9.1,0.0
42137,2021,1,21,18.6,8.0,0.0
42137,2021,1,22,20.4,5.6,0.0
42137,2021,1,23,16.1,9.0,0.0
42137,2021,1,24,18.2,9.0,0.0
42137,2021,1,25,11.5,9.0,0.0
42137,2021,1,26,17.2,4.0,0.0
42137,2021,1,27,18.6,4.4,0.0
42137,2021,1,28,19.8,2.6,0.0
42137,2021,1,29,15.6,3.2,0.0
42137,2021,1,30,18.1,4.2,0.0
42137,2021,1,31,19.4,2.7,0.0
42137,2021,2,1,20.2,4.0,0.0
42137,2021,2,2,21.4,5.5,0.0
42137,2021,2,3,23.0,10.5,0.0
42137,2021,2,4,23.0,12.0,14.0
42137,2021,2,5,18.0,5.2,5.6
42137,2021,2,6,19.2,6.4,0.0
42137,2021,2,7,20.2,6.5,0.0
42137,2021,2,8,20.6,6.0,0.0
42137,2021,2,9,22.0,6.0,0.0
42137,2021,2,10,22.1,7.8,0.0
42137,2021,2,11,24.0,7.5,0.0
42137,2021,2,12,22.8,10.0,0.0
42137,2021,2,13,16.0,10.8,0.0
42137,2021,2,14,22.8,8.6,0.0
42137,2021,2,15,24.4,9.5,0.0
42137,2021,2,16,24.0,6.6,0.0
42137,2021,2,17,25.0,9.0,0.0
42137,2021,2,18,24.0,9.0,0.0
42137,2021,2,19,26.2,10.2,0.0
42137,2021,2,20,22.2,9.1,0.0
42137,2021,2,21,23.0,11.5,0.0
42137,2021,2,22,25.2,11.5,0.0
42137,2021,2,23,25.0,11.2,0.0
42137,2021,2,24,27.6,10.6,0.0
42137,2021,2,25,29.0,11.2,0.0
42137,2021,2,26,29.8,11.8,0.0
42137,2021,2,27,30.0,17.0,4.4
42137,2021,2,28,30.0,13.8,0.0
42137,2021,3,1,26.8,9.5,0.0
42137,2021,3,2,25.4,12.0,0.0
42137,2021,3,3,25.4,10.0,0.0
42137,2021,3,4,27.2,9.9,0.0
42137,2021,3,5,28.6,12.2,0.0
42137,2021,3,6,27.6,13.0,0.0
42137,2021,3,7,28.0,14.0,0.0
42137,2021,3,8,29.4,16.4,2.0
42137,2021,3,9,29.0,15.0,0.0
42137,2021,3,10,31.7,14.1,0.0
42137,2021,3,11,30.5,13.6,0.0
42137,2021,3,12,31.8,18.0,0.2
42137,2021,3,13,27.5,12.4,0.8
42137,2021,3,14,29.0,12.2,0.0
42137,2021,3,15,28.4,11.0,0.0
42137,2021,3,16,29.2,11.0,0.0
42137,2021,3,17,30.0,14.0,0.0
42137,2021,3,18,31.0,14.0,0.0
42137,2021,3,19,31.2,14.4,0.0
42137,2021,3,20,31.4,14.2,0.0
42137,2021,3,21,31.0,13.6,0.0
42137,2021,3,22,30.5,17.2,1.0
42137,2021,3,23,28.0,18.4,0.0
42137,2021,3,24,23.4,12.2,0.0
42137,2021,3,25,30.6,13.0,0.0
42137,2021,3,26,28.2,12.0,0.0
42137,2021,3,27,30.2,13.0,0.0
42137,2021,3,28,31.1,15.1,0.0
42137,2021,3,29,34.8,18.0,0.0
42137,2021,3,30,36.2,15.8,0.0
42137,2021,3,31,34.4,14.0,0.0
42137,2021,4,1,33.4,12.2,0.0
42137,2021,4,2,33.2,9.2,0.0
42137,2021,4,3,32.1,9.5,0.0
42137,2021,4,4,34.0,12.5,0.0
42137,2021,4,5,36.2,15.6,0.0
42137,2021,4,6,37.6,19.1,0.0
42137,2021,4,7,35.4,18.9,0.0
42137,2021,4,8,35.3,14.8,0.0
42137,2021,4,9,34.8,12.4,0.0
42137,2021,4,10,36.4,14.9,0.0
42137,2021,4,11,37.1,15.0,0.0
42137,2021,4,12,38.2,18.2,0.0
42137,2021,4,13,38.5,17.5,0.0
42137,2021,4,14,39.4,17.6,0.0
42137,2021,4,15,40.5,20.5,0.0
42137,2021,4,16,40.0,17.6,0.0
42137,2021,4,17,39.8,17.2,0.0
42137,2021,4,18,33.5,16.8,0.0
42137,2021,4,19,36.2,16.4,0.0
42137,2021,4,20,37.0,17.4,0.0
42137,2021,4,21,33.6,17.8,1.0
42137,2021,4,22,31.0,16.6,0.0
42137,2021,4,23,31.6,17.5,1.0
42137,2021,4,24,28.5,13.8,0.8
42137,2021,4,25,33.6,15.0,0.0
42137,2021,4,26,36.8,16.2,0.0
42137,2021,4,27,39.4,19.0,0.0
42137,2021,4,28,40.8,21.0,0.0
42137,2021,4,29,41.0,21.8,0.0
42137,2021,4,30,41.4,20.1,0.0
42137,2021,5,1,39.8,22.8,0.0
42137,2021,5,2,40.4,22.2,0.0
42137,2021,5,3,38.8,23.0,0.0
42137,2021,5,4,38.4,24.1,0.0
42137,2021,5,5,38.0,22.8,0.0
42137,2021,5,6,36.9,22.4,0.0
42137,2021,5,7,36.2,18.8,4.6
42137,2021,5,8,35.0,20.0,0.0
42137,2021,5,9,37.4,22.8,0.0
42137,2021,5,10,37.5,22.9,0.0
42137,2021,5,11,33.0,22.4,0.0
42137,2021,5,12,37.2,22.2,0.0
42137,2021,5,13,34.2,21.5,0.0
42137,2021,5,14,30.0,19.6,1.2
42137,2021,5,15,36.2,22.8,0.0
42137,2021,5,16,36.4,19.4,9.2
42137,2021,5,17,38.0,22.2,0.0
42137,2021,5,18,40.0,26.8,0.0
42137,2021,5,19,33.0,23.9,0.0
42137,2021,5,21,33.0,19.6,17.8
42137,2021,5,22,30.2,22.1,0.0
42137,2021,5,23,36.0,22.8,0.0
42137,2021,5,24,32.8,20.0,0.0
42137,2021,5,25,36.8,22.5,0.0
42137,2021,5,26,39.4,19.5,0.0
42137,2021,5,27,40.4,21.4,0.0
42137,2021,5,28,41.0,25.8,0.0
42137,2021,5,29,38.0,26.6,0.0
42137,2021,5,30,35.8,21.0,0.2
42137,2021,5,31,35.4,24.5,0.0
42137,2021,6,1,39.8,20.0,34.0
42137,2021,6,2,30.5,21.9,0.0
42137,2021,6,3,35.0,23.4,0.0
42137,2021,6,4,36.5,25.0,0.0
42137,2021,6,5,37.6,21.8,17.9
42137,2021,6,6,35.0,25.0,0.4
42137,2021,6,7,36.8,26.0,0.0
42137,2021,6,8,39.0,28.1,0.0
42137,2021,6,9,41.0,29.9,0.0
42137,2021,6,10,42.0,27.6,0.0
42137,2021,6,11,36.0,21.6,22.8
42137,2021,6,12,34.5,24.9,0.0
42137,2021,6,13,33.0,25.0,0.0
42137,2021,6,14,33.4,25.0,0.0
42137,2021,6,15,37.6,27.0,0.0
42137,2021,6,16,37.7,24.6,0.0
42137,2021,6,17,32.8,25.2,0.0
42137,2021,6,18,35.5,26.2,0.0
42137,2021,6,19,33.6,24.8,0.0
42137,2021,6,20,32.8,25.0,0.0
42137,2021,6,21,32.8,26.0,0.0
42137,2021,6,22,37.0,26.8,0.0
42137,2021,6,23,38.0,26.4,0.0
42137,2021,6,24,39.6,26.0,0.0
42137,2021,6,25,35.6,24.8,6.8
42137,2021,6,26,38.5,23.5,7.4
42137,2021,6,27,36.5,25.6,0.0
42137,2021,6,28,37.0,26.1,0.0
42137,2021,6,29,38.5,26.0,0.0
42137,2021,6,30,40.0,27.6,0.0
42137,2021,7,1,40.6,31.0,0.0
42137,2021,7,2,40.0,29.8,0.0
42137,2021,7,3,40.0,23.2,1.8
42137,2021,7,4,36.6,25.2,1.4
42137,2021,7,5,37.0,27.6,0.0
42137,2021,7,6,37.8,28.4,0.0
42137,2021,7,7,38.8,29.0,0.0
42137,2021,7,8,39.2,28.6,0.0
42137,2021,7,9,39.4,24.2,32.0
42137,2021,7,10,34.8,28.6,0.0
42137,2021,7,11,37.4,28.2,0.0
42137,2021,7,12,37.6,26.8,0.0
42137,2021,7,13,34.2,26.2,0.4
42137,2021,7,14,25.0,,
42137,2021,7,15,26.0,24.4,18.0
42137,2021,7,16,29.6,24.6,48.8
42137,2021,7,17,35.0,28.0,0.0
42137,2021,7,18,35.0,29.0,0.0
42137,2021,7,19,32.2,26.0,1.2
42137,2021,7,20,27.0,25.2,22.0
42137,2021,7,21,31.0,24.4,24.9
42137,2021,7,22,34.0,25.4,0.0
42137,2021,7,23,32.0,26.6,0.0
42137,2021,7,24,33.8,27.8,0.0
42137,2021,7,25,35.8,,
42137,2021,7,26,35.8,27.8,0.0
42137,2021,7,27,32.0,26.4,58.4
42137,2021,7,28,31.2,25.5,115.4
42137,2021,7,29,26.8,25.5,62.2
42137,2021,7,30,29.5,25.0,0.0
42137,2021,7,31,32.0,26.0,0.0
42137,2021,8,1,30.2,,
42137,2021,8,2,30.2,26.0,32.1
42137,2021,8,3,33.4,27.9,0.0
42137,2021,8,4,31.6,27.0,0.0
42137,2021,8,5,33.4,26.6,0.0
42137,2021,8,6,30.4,26.0,0.0
42137,2021,8,7,34.5,27.1,25.4
42137,2021,8,8,32.2,,
42137,2021,8,9,32.2,26.2,10.6
42137,2021,8,10,34.0,27.1,0.0
42137,2021,8,11,34.5,28.0,0.0
42137,2021,8,12,33.4,26.6,0.0
42137,2021,8,13,33.6,26.8,0.0
42137,2021,8,14,34.0,26.9,0.0
42137,2021,8,15,34.0,,
42137,2021,8,16,34.0,25.6,0.0
42137,2021,8,17,35.2,26.6,0.0
42137,2021,8,18,34.8,27.2,0.0
42137,2021,8,19,35.5,27.7,0.0
42137,2021,8,20,35.7,25.2,11.4
42137,2021,8,21,27.8,24.8,20.2
42137,2021,8,22,29.4,,
42137,2021,8,23,29.4,26.4,7.2
42137,2021,8,24,32.8,26.5,0.0
42137,2021,8,25,33.2,27.0,0.0
42137,2021,8,26,33.0,26.0,0.0
42137,2021,8,27,32.6,25.6,0.0
42137,2021,8,28,33.8,27.0,0.0
42137,2021,8,29,34.4,,
42137,2021,8,30,34.4,22.8,0.0
42137,2021,8,31,32.2,24.9,0.0
42137,2021,9,1,31.6,25.6,0.0
42137,2021,9,2,27.5,25.2,9.8
42137,2021,9,3,31.6,23.5,8.9
42137,2021,9,4,31.5,23.8,12.2
42137,2021,9,5,32.2,,
42137,2021,9,6,32.2,27.0,0.0
42137,2021,9,7,32.5,27.0,0.0
42137,2021,9,8,28.8,25.5,8.2
42137,2021,9,9,32.2,25.2,0.0
42137,2021,9,10,32.0,24.5,0.0
42137,2021,9,11,32.5,25.0,4.9
42137,2021,9,12,30.6,,
42137,2021,9,13,30.6,25.6,6.8
42137,2021,9,14,31.2,24.4,1.6
42137,2021,9,15,29.5,24.5,0.0
42137,2021,9,16,33.0,25.2,0.0
42137,2021,9,17,33.5,23.0,8.8
42137,2021,9,18,31.2,24.0,0.0
42137,2021,9,19,33.6,,
42137,2021,9,20,33.6,25.8,0.0
42137,2021,9,21,33.5,26.0,0.0
42137,2021,9,22,33.5,24.6,0.0
42137,2021,9,23,25.8,24.2,8.6
42137,2021,9,24,31.0,22.5,117.4
42137,2021,9,25,31.8,23.8,0.0
42137,2021,9,26,32.6,,
42137,2021,9,27,32.6,24.0,0.0
42137,2021,9,28,33.6,25.2,0.0
42137,2021,9,29,33.5,25.6,0.0
42137,2021,9,30,33.2,25.2,0.0
42137,2021,10,1,33.6,24.8,0.0
42137,2021,10,2,33.5,24.5,0.0
42137,2021,10,3,33.4,,
42137,2021,10,4,33.4,25.0,0.0
42137,2021,10,5,32.8,,
42137,2021,10,6,32.8,23.6,0.0
42137,2021,10,7,32.2,22.4,0.0
42137,2021,10,8,32.5,22.2,0.0
42137,2021,10,11,35.4,,
42137,2021,10,12,35.4,20.6,0.0
42137,2021,10,13,35.5,18.4,0.0
42137,2021,10,14,32.0,16.6,0.0
42137,2021,10,15,34.4,,
42137,2021,10,16,34.4,19.3,0.0
42137,2021,10,17,27.0,,
42137,2021,10,18,27.0,20.6,8.2
42137,2021,10,19,23.2,17.4,0.2
42137,2021,10,20,30.5,17.8,0.0
42137,2021,10,21,31.7,16.2,0.0
42137,2021,10,22,31.6,17.2,0.0
42137,2021,10,23,31.6,18.4,0.0
42137,2021,10,24,29.8,,
42137,2021,10,25,29.2,14.8,32.2
42137,2021,10,26,27.5,14.7,0.0
42137,2021,10,27,27.8,13.4,0.0
42137,2021,10,28,28.4,13.6,0.0
42137,2021,10,29,28.7,14.2,0.0
42137,2021,10,30,29.6,13.2,0.0
42137,2021,10,31,29.0,,
42137,2021,11,1,29.0,13.8,0.0
42137,2021,11,2,27.8,16.0,0.0
42137,2021,11,3,28.6,15.3,0.0
42137,2021,11,9,28.8,,
42137,2021,11,10,28.8,11.2,0.0
42137,2021,11,11,29.0,11.2,0.0
42137,2021,11,12,29.0,12.0,0.0
42137,2021,11,13,28.8,10.4,0.0
42137,2021,11,14,27.5,,
42137,2021,11,15,27.5,9.9,0.0
42137,2021,11,16,26.5,9.2,0.0
42137,2021,11,17,26.7,8.8,0.0
42137,2021,11,18,26.6,9.2,0.0
42137,2021,11,19,26.4,10.0,0.0
42137,2021,11,20,26.5,9.1,0.0
42137,2021,11,21,27.4,,
42137,2021,11,22,27.4,10.7,0.0
42137,2021,11,23,27.5,9.0,0.0
42137,2021,11,24,26.6,8.7,0.0
42137,2021,11,25,25.6,10.0,0.0
42137,2021,11,26,25.4,9.2,0.0
42137,2021,11,27,24.8,9.6,0.0
42137,2021,11,28,25.6,,
42137,2021,11,29,25.6,9.4,0.0
42137,2021,11,30,25.4,10.2,0.0
42137,2021,12,1,25.2,11.2,0.0
42137,2021,12,2,20.2,12.8,0.0
42137,2021,12,3,18.5,12.8,0.0
42137,2021,12,4,25.3,12.2,0.0
42137,2021,12,5,25.6,,
42137,2021,12,6,25.6,12.2,0.0
42137,2021,12,7,23.7,9.2,0.0
42137,2021,12,8,23.4,8.6,0.0
42137,2021,12,9,23.6,8.4,0.0
42137,2021,12,10,24.4,9.2,0.0
42137,2021,12,11,23.2,8.4,0.0
42137,2021,12,12,22.7,,
42137,2021,12,13,22.7,7.5,0.0
42137,2021,12,14,20.8,7.4,0.0
42137,2021,12,15,20.0,6.6,0.0
42137,2021,12,16,20.4,3.8,0.0
42137,2021,12,17,17.4,4.6,0.0
42137,2021,12,18,16.8,5.6,0.0
42137,2021,12,19,18.2,,
42137,2021,12,20,18.2,3.4,0.0
42137,2021,12,21,18.0,5.0,0.0
42137,2021,12,22,20.0,5.2,0.0
42137,2021,12,23,20.4,7.1,0.0
42137,2021,12,24,21.4,8.2,0.0
42137,2021,12,27,25.8,,
42137,2021,12,28,25.8,7.6,0.0
42137,2021,12,29,21.7,7.7,0.0
42137,2021,12,30,19.4,3.2,0.0
42137,2021,12,31,18.2,4.2,0.0
42137,2022,1,1,19.0,3.8,0.0
42137,2022,1,3,20.1,5.2,0.0
42137,2022,1,4,20.3,9.5,0.0
42137,2022,1,5,18.7,11.5,0.0
42137,2022,1,6,14.7,12.6,11.2
42137,2022,1,7,17.6,12.7,2.4
42137,2022,1,8,18.4,13.8,12.0
42137,2022,1,10,14.0,10.4,3.5
42137,2022,1,11,16.8,8.0,0.0
42137,2022,1,12,12.0,9.6,0.0
42137,2022,1,13,14.4,6.5,0.0
42137,2022,1,14,13.2,5.7,0.0
42137,2022,1,15,12.8,7.8,0.0
42137,2022,1,17,10.0,7.2,0.0
42137,2022,1,18,11.8,5.4,0.0
42137,2022,1,19,14.2,8.4,0.0
42137,2022,1,20,14.5,9.8,1.2
42137,2022,1,21,13.7,7.2,0.0
42137,2022,1,22,14.4,9.1,0.8
42137,2022,1,24,11.8,9.4,8.2
42137,2022,1,25,12.4,6.9,0.0
42137,2022,1,26,12.0,7.8,0.0
42137,2022,1,27,15.2,6.5,0.0
42137,2022,1,28,16.1,5.1,0.0
42137,2022,1,29,18.2,4.8,0.0
42137,2022,1,31,20.8,5.6,0.0
42137,2022,2,1,14.1,5.8,0.0
42137,2022,2,2,16.6,8.8,0.0
42137,2022,2,3,17.3,10.5,5.2
42137,2022,2,4,14.7,9.8,15.2
42137,2022,2,5,13.2,5.2,0.0
42137,2022,2,7,19.6,7.0,0.0
42137,2022,2,8,21.2,8.2,0.0
42137,2022,2,9,22.6,11.2,0.0
42137,2022,2,10,19.6,7.4,0.0
42137,2022,2,11,20.4,7.2,0.0
42137,2022,2,12,20.2,5.9,0.0
42137,2022,2,14,22.2,5.4,0.0
42137,2022,2,15,23.8,6.6,0.0
42137,2022,2,16,24.4,6.4,0.0
42137,2022,2,17,22.6,6.5,0.0
42137,2022,2,18,23.8,7.6,0.0
42137,2022,2,19,24.4,7.2,0.0
42137,2022,2,21,22.4,7.2,0.0
42137,2022,2,22,23.8,9.8,0.0
42137,2022,2,23,24.2,,0.0
42137,2022,2,24,23.4,10.3,0.0
42137,2022,2,25,23.8,10.2,0.0
42137,2022,2,26,,,9.5
42137,2022,2,28,23.4,7.8,0.0
42137,2022,3,1,23.6,8.0,0.0
42137,2022,3,2,23.5,9.1,0.0
42137,2022,3,3,25.6,12.6,0.0
42137,2022,3,4,25.4,11.6,0.0
42137,2022,3,5,25.6,10.8,0.0
42137,2022,3,7,25.8,14.6,0.0
42137,2022,3,8,27.5,12.6,0.0
42137,2022,3,9,28.6,12.2,0.0
42137,2022,3,10,28.2,12.2,0.0
42137,2022,3,11,27.7,12.4,0.0
42137,2022,3,12,27.8,12.4,0.0
42137,2022,3,14,30.4,15.5,0.0
42137,2022,3,15,30.5,17.0,0.0
42137,2022,3,16,31.4,16.8,0.0
42137,2022,3,19,33.2,17.4,0.0
42137,2022,3,21,34.7,19.1,0.0
42137,2022,3,22,33.8,17.7,0.0
42137,2022,3,23,32.6,15.4,0.0
42137,2022,3,24,33.2,17.8,0.0
42137,2022,3,25,33.4,15.7,0.0
42137,2022,3,26,33.8,14.6,0.0
42137,2022,3,28,35.3,14.4,0.0
42137,2022,3,29,37.3,15.8,0.0
42137,2022,3,30,37.4,15.7,0.0
42137,2022,3,31,38.4,16.7,0.0
42137,2022,4,1,37.6,16.8,0.0
42137,2022,4,2,36.8,14.8,0.0
42137,2022,4,4,37.6,15.8,0.0
42137,2022,4,5,38.6,16.4,0.0
42137,2022,4,6,38.6,15.9,0.0
42137,2022,4,7,39.5,18.0,0.0
42137,2022,4,8,40.6,17.2,0.0
42137,2022,4,9,41.2,17.6,0.0
42137,2022,4,10,41.2,18.8,0.0
42137,2022,4,11,41.2,19.4,0.0
42137,2022,4,12,42.0,20.4,0.0
42137,2022,4,13,38.4,20.6,0.0
42137,2022,4,15,39.4,19.2,0.0
42137,2022,4,16,37.6,18.2,0.0
42137,2022,4,18,40.2,19.0,0.0
42137,2022,4,19,40.8,21.5,0.0
42137,2022,4,20,41.7,23.0,0.0
42137,2022,4,21,41.2,22.7,0.0
42137,2022,4,22,34.2,21.2,0.0
42137,2022,4,23,37.4,18.2,0.0
42137,2022,4,25,39.0,23.2,0.0
42137,2022,4,26,40.5,22.6,0.0
42137,2022,4,27,39.7,19.5,0.0
42137,2022,4,28,41.2,22.4,0.0
42137,2022,4,29,42.7,23.2,0.0
42137,2022,4,30,42.7,24.0,0.0
42137,2022,5,2,37.2,26.7,0.0
42137,2022,5,3,36.8,26.5,0.0
42137,2022,5,4,37.2,26.2,0.0
42137,2022,5,5,37.4,19.3,30.8
42137,2022,5,6,35.4,22.7,0.0
42137,2022,5,7,37.2,23.0,0.0
42137,2022,5,9,36.5,25.8,0.0
42137,2022,5,10,36.6,26.0,0.0
42137,2022,5,11,37.0,25.7,0.0
42137,2022,5,12,37.6,27.0,0.0
42137,2022,5,13,39.6,26.3,0.0
42137,2022,5,14,39.0,24.2,0.0
42137,2022,5,15,42.4,23.8,0.0
42137,2022,5,16,42.4,29.0,0.0
42137,2022,5,17,41.0,24.7,0.0
42137,2022,5,18,38.0,27.2,0.0
42137,2022,5,19,38.2,24.4,0.0
42137,2022,5,20,40.7,27.0,0.0
42137,2022,5,21,41.2,26.8,0.0
42137,2022,5,23,37.2,17.7,37.8
42137,2022,5,25,29.2,20.2,0.0
42137,2022,5,26,33.2,22.3,0.0
42137,2022,5,27,34.5,24.9,0.0
42137,2022,5,28,36.4,25.8,0.0
42137,2022,5,29,36.7,22.1,26.0
42137,2022,5,30,36.7,26.8,0.0
42137,2022,5,31,36.4,26.2,0.0
42137,2022,6,1,38.2,23.2,0.0
42137,2022,6,2,41.2,25.0,0.0
42137,2022,6,3,42.2,23.5,0.0
42137,2022,6,4,42.8,24.3,0.0
42137,2022,6,5,43.7,25.4,0.0
42137,2022,6,6,43.7,25.7,0.0
42137,2022,6,7,43.2,26.8,
42137,2022,6,8,43.6,29.0,0.0
42137,2022,6,9,42.6,26.4,0.0
42137,2022,6,10,43.5,26.3,0.0
42137,2022,6,11,42.7,27.2,0.0
42137,2022,6,12,42.4,25.9,0.0
42137,2022,6,13,42.4,27.8,0.0
42137,2022,6,14,43.2,29.4,0.0
42137,2022,6,15,40.8,29.2,0.0
42137,2022,6,16,41.4,25.2,0.0
42137,2022,6,17,38.0,22.3,5.2
42137,2022,6,18,30.3,22.2,39.0
42137,2022,6,19,30.2,22.9,0.0
42137,2022,6,20,30.2,24.2,0.0
42137,2022,6,21,32.4,23.4,0.0
42137,2022,6,22,31.2,21.0,8.6
42137,2022,6,23,34.4,24.9,0.0
42137,2022,6,24,35.3,23.2,0.0
42137,2022,6,25,36.5,22.2,0.0
42137,2022,6,27,36.8,28.6,0.0
42137,2022,6,28,36.4,29.8,0.0
42137,2022,6,29,37.7,28.2,0.0
42137,2022,6,30,32.2,26.5,0.0
42137,2022,7,1,27.2,24.0,16.0
42137,2022,7,2,32.2,26.5,0.0
42137,2022,7,4,33.7,27.6,0.8
42137,2022,7,5,36.8,28.8,2.4
42137,2022,7,6,35.7,29.0,0.0
42137,2022,7,7,34.0,29.7,0.8
42137,2022,7,8,36.2,29.2,0.0
42137,2022,7,9,36.5,28.0,0.0
42137,2022,7,11,31.8,26.5,36.6
42137,2022,7,12,36.2,28.6,0.0
42137,2022,7,13,32.8,27.4,0.0
42137,2022,7,14,33.8,26.6,7.0
42137,2022,7,15,32.6,24.4,50.2
42137,2022,7,16,35.4,27.7,0.0
42137,2022,7,17,33.2,24.8,18.6
42137,2022,7,18,33.2,26.4,9.6
42137,2022,7,19,36.2,29.0,0.0
42137,2022,7,20,35.2,27.7,0.0
42137,2022,7,21,30.8,24.4,39.4
42137,2022,7,22,28.8,26.0,23.0
42137,2022,7,23,32.4,26.4,0.0
42137,2022,7,24,34.0,27.4,0.0
42137,2022,7,25,34.0,27.0,0.0
42137,2022,7,26,33.4,27.0,0.0
42137,2022,7,27,32.7,26.4,0.0
42137,2022,7,28,33.4,26.5,0.0
42137,2022,7,29,32.2,24.6,191.6
